DATE (MM/DD/YYYY),TOT Global Horizontal [kW-hr/m^2],MAX Global Horizontal [W/m^2]
4/6/2010,6.2246,987.0530
4/7/2010,7.5837,993.2870
4/8/2010,7.6080,995.0640
4/9/2010,6.9886,976.9280
4/10/2010,5.6336,1221.0700
4/11/2010,2.4796,605.6660
4/12/2010,6.9358,1119.7300
4/13/2010,7.5099,1103.6300
4/14/2010,7.5191,1027.4100
4/15/2010,6.6050,1013.2200
4/16/2010,7.4990,1000.2200
4/17/2010,6.6699,1072.4900
4/18/2010,6.9684,1071.9300
4/19/2010,7.2160,993.8390
4/20/2010,2.9804,731.3720
4/21/2010,6.8692,1084.1800
4/22/2010,4.7780,975.6830
4/23/2010,7.9726,1014.3100
4/24/2010,7.3498,1037.1000
4/25/2010,6.5108,1253.9700
4/26/2010,4.0425,929.1440
4/27/2010,3.7162,1003.5800
4/28/2010,8.1618,1028.3100
4/29/2010,8.2916,1038.1800
4/30/2010,8.3104,1034.8600
5/1/2010,8.2171,1022.8400
5/2/2010,8.0648,1011.3000
5/3/2010,8.1273,1015.1500
5/4/2010,8.0644,1250.3700
5/5/2010,7.7971,1077.6200
5/6/2010,8.1863,1021.0000
5/7/2010,8.2447,1019.2900
5/8/2010,8.2907,1032.6600
5/9/2010,6.9386,1244.8700
5/10/2010,8.0471,1021.9000
5/11/2010,8.5222,1050.0100
5/12/2010,8.3612,1042.5300
5/13/2010,8.1333,1026.2300
5/14/2010,7.3138,1116.2000
5/15/2010,5.1410,1346.3900
5/16/2010,4.7878,1222.5700
5/17/2010,3.4252,1404.1900
5/18/2010,3.7205,1027.6800
5/19/2010,5.3757,1182.9000
5/20/2010,8.2589,1018.0100
5/21/2010,8.2178,1029.4800
5/22/2010,8.6737,1043.9200
5/23/2010,7.6843,1332.0900
5/24/2010,8.0225,1104.8100
5/25/2010,8.5482,1174.9500
5/26/2010,7.8198,1162.7800
5/27/2010,5.3330,1079.6400
5/28/2010,7.4945,1313.1300
5/29/2010,8.8526,1054.1000
5/30/2010,8.8344,1053.1900
5/31/2010,8.3094,1028.6500
6/1/2010,6.9085,1102.0700
6/2/2010,6.2447,1313.5800
6/3/2010,6.0035,1088.1200
6/4/2010,5.1636,1069.8100
6/5/2010,6.3519,1128.0300
6/6/2010,5.6420,1391.7800
6/7/2010,4.8592,1219.5500
6/8/2010,4.4939,945.6180
6/9/2010,7.3503,1192.1600
6/10/2010,7.9110,1032.3800
6/11/2010,8.1463,1091.5200
6/12/2010,6.9135,1162.9500
6/13/2010,4.2971,1324.7200
6/14/2010,5.5931,1324.8200
6/15/2010,7.4854,1145.1800
6/16/2010,7.4033,1226.9000
6/17/2010,8.1632,1042.8000
6/18/2010,7.3106,1100.0200
6/19/2010,7.5888,1071.4200
6/20/2010,8.7045,1031.1500
6/21/2010,6.7523,1316.1200
6/22/2010,7.3952,1139.5500
6/23/2010,7.7880,1039.1800
6/24/2010,7.8885,1039.5400
6/25/2010,7.7570,1055.4600
6/26/2010,6.0105,1116.0900
6/27/2010,6.0158,1267.7800
6/28/2010,4.9363,1183.9000
6/29/2010,3.6710,1023.0500
6/30/2010,3.5585,1297.2600
7/1/2010,6.0108,1302.5300
7/2/2010,7.8457,1398.0600
7/3/2010,5.4242,1181.7700
7/4/2010,6.2248,1337.6800
7/5/2010,3.9619,993.4420
7/6/2010,4.9931,921.7460
7/7/2010,4.3077,866.6880
7/8/2010,3.3426,881.1080
7/9/2010,4.2527,854.2450
7/10/2010,4.7788,1292.7700
7/11/2010,4.3094,1291.8400
7/12/2010,5.4297,1205.4000
7/13/2010,8.3436,998.9860
7/14/2010,8.2385,988.2300
7/15/2010,8.0735,972.8410
7/16/2010,6.7922,1093.1500
7/17/2010,8.0595,972.4760
7/18/2010,8.0635,980.4560
7/19/2010,7.6744,982.7810
7/20/2010,0.0003,0.3368
7/21/2010,0.0000,0.0463
7/22/2010,0.3707,444.3090
7/23/2010,5.8330,1334.6400
7/24/2010,7.8188,1129.7600
7/25/2010,5.7630,1281.0300
7/26/2010,4.8713,1104.5200
7/27/2010,5.3381,1294.0000
7/28/2010,8.0904,1012.2600
7/29/2010,8.2032,1003.1700
7/30/2010,7.0853,1228.4500
7/31/2010,5.3553,1143.8100
8/1/2010,6.8797,1207.6400
8/2/2010,6.0277,1340.1700
8/3/2010,7.5106,1217.8500
8/4/2010,7.2790,1026.9100
8/5/2010,6.7352,1017.0400
8/6/2010,6.7602,1075.4300
8/7/2010,6.5778,1138.9800
8/8/2010,6.9713,1054.6400
8/9/2010,7.4847,1083.7600
8/10/2010,7.3556,1016.1700
8/11/2010,7.2563,1013.1200
8/12/2010,7.2990,1002.9500
8/13/2010,6.6146,1287.2900
8/14/2010,7.3379,1091.8800
8/15/2010,7.2732,1248.3300
8/16/2010,7.6102,1044.1200
8/17/2010,7.4121,937.8470
8/18/2010,7.0350,966.1450
8/19/2010,7.4220,953.3040
8/20/2010,7.7125,981.0600
8/21/2010,7.4793,958.2650
8/22/2010,7.4966,955.9860
8/23/2010,7.8147,991.3850
8/24/2010,7.3704,946.6960
8/25/2010,7.3570,927.4710
8/26/2010,7.1872,929.7970
8/27/2010,5.5895,1185.4400
8/28/2010,5.8222,1122.1200
8/29/2010,6.6214,941.0930
8/30/2010,7.1642,942.0500
8/31/2010,7.2427,944.5110
9/1/2010,6.2593,1101.5500
9/2/2010,5.0684,1182.2400
9/3/2010,6.6010,1123.5500
9/4/2010,7.1505,954.7550
9/5/2010,5.2760,1063.2900
9/6/2010,5.7378,1098.0100
9/7/2010,1.3503,243.7120
9/8/2010,3.1833,827.4560
9/9/2010,6.4145,933.7380
9/10/2010,6.8721,928.8990
9/11/2010,3.0109,566.6140
9/12/2010,4.9056,1167.1100
9/13/2010,6.0995,905.0390
9/14/2010,6.7837,917.5010
9/15/2010,6.4041,934.9510
9/16/2010,5.4537,1130.4300
9/17/2010,6.3379,925.9840
9/18/2010,4.8261,1012.7900
9/19/2010,5.6666,1068.6500
9/20/2010,3.8328,1029.0200
9/21/2010,1.5299,355.5290
9/22/2010,5.8731,981.4020
9/23/2010,6.2825,869.7270
9/24/2010,6.2557,870.9630
9/25/2010,6.2888,872.4130
9/26/2010,6.2012,863.8880
9/27/2010,5.9418,832.2340
9/28/2010,3.7915,940.8810
9/29/2010,4.8971,971.6020
9/30/2010,5.4995,1017.0300
10/1/2010,5.4568,1025.3100
10/2/2010,4.3655,1124.6000
10/3/2010,2.7199,1020.5400
10/4/2010,1.1450,267.5650
10/5/2010,1.6772,531.3710
10/6/2010,1.7394,930.3190
10/7/2010,5.0033,817.5380
10/8/2010,5.6771,820.0740
10/9/2010,5.6247,809.4520
10/10/2010,5.4878,796.9700
10/11/2010,5.3312,774.2070
10/12/2010,4.3441,770.4630
10/13/2010,2.8097,746.2800
10/14/2010,2.1277,794.2690
10/15/2010,1.2091,313.5390
10/16/2010,0.9358,198.4060
10/17/2010,0.8918,299.7520
10/18/2010,1.5643,386.0880
10/19/2010,1.8147,856.1110
10/20/2010,0.8781,308.4460
10/21/2010,2.0250,804.9230
10/22/2010,3.9435,859.7850
10/23/2010,3.3104,888.1660
10/24/2010,3.7049,922.0570
10/25/2010,4.3744,832.2530
10/26/2010,4.8808,731.1030
10/27/2010,4.8495,831.6080
10/28/2010,4.8759,746.4120
10/29/2010,4.0540,811.2340
10/30/2010,4.3608,710.0080
10/31/2010,4.2261,886.7110
11/1/2010,4.6155,702.2350
11/2/2010,4.5520,696.4810
11/3/2010,4.4781,690.2600
11/4/2010,4.4087,690.8300
11/5/2010,4.3142,674.3520
11/6/2010,3.1617,824.1560
11/7/2010,3.3224,742.9070
11/8/2010,4.2542,676.0370
11/9/2010,4.2764,669.5390
11/10/2010,4.1396,696.2300
11/11/2010,4.3710,678.7320
11/12/2010,4.2888,671.2710
11/13/2010,4.2247,668.7160
11/14/2010,4.1033,651.5490
11/15/2010,3.9956,633.1240
11/16/2010,3.9627,630.6550
11/17/2010,3.8350,628.9280
11/18/2010,3.5677,702.9130
11/19/2010,0.6159,219.9680
11/20/2010,2.0939,881.0670
11/21/2010,3.4354,728.7220
11/22/2010,3.8936,632.8280
11/23/2010,3.2536,819.6570
11/24/2010,2.7914,725.3910
11/25/2010,3.9498,641.1770
11/26/2010,3.9882,641.2820
11/27/2010,3.4126,840.0120
11/28/2010,3.6232,693.9810
11/29/2010,3.8891,629.2330
11/30/2010,3.7731,652.3890
12/1/2010,3.7562,611.4030
12/2/2010,3.5604,697.2350
12/3/2010,3.0572,594.6580
12/4/2010,1.8717,937.3620
12/5/2010,1.5737,463.0830
12/6/2010,3.3424,604.1870
12/7/2010,3.6539,597.8690
12/8/2010,3.5665,581.4070
12/9/2010,3.1761,605.6130
12/10/2010,2.6433,639.7200
12/11/2010,3.2364,598.8060
12/12/2010,3.5391,586.6570
12/13/2010,3.5161,582.1480
12/14/2010,1.2001,286.9540
12/15/2010,0.9450,402.0880
12/16/2010,2.9299,789.6070
12/17/2010,0.9341,354.4400
12/18/2010,0.6794,307.1460
12/19/2010,0.4071,189.6600
12/20/2010,0.3099,104.5570
12/21/2010,0.7341,205.8560
12/22/2010,1.5974,815.6070
12/23/2010,2.3851,641.4760
12/24/2010,3.3930,611.3430
12/25/2010,2.1774,656.2200
12/26/2010,2.5104,894.6210
12/27/2010,3.5189,580.1040
12/28/2010,3.3059,578.0020
12/29/2010,1.2766,624.2090
12/30/2010,3.5592,589.9100
12/31/2010,3.4576,617.9120
1/1/2011,3.3806,617.6810
1/2/2011,0.6007,170.6110
1/3/2011,1.9003,511.9950
1/4/2011,3.5407,603.1670
1/5/2011,2.7426,772.7790
1/6/2011,2.3390,896.2420
1/7/2011,3.0745,872.3640
1/8/2011,1.9052,617.5350
1/9/2011,2.0638,690.7750
1/10/2011,3.6605,607.5450
1/11/2011,2.3131,626.9120
1/12/2011,3.8366,623.9690
1/13/2011,3.9064,652.6910
1/14/2011,3.7532,644.5410
1/15/2011,3.7673,648.1280
1/16/2011,4.0354,742.3290
1/17/2011,3.8305,618.2260
1/18/2011,3.7868,621.2450
1/19/2011,2.6258,702.0210
1/20/2011,3.9389,646.3350
1/21/2011,4.0365,641.7410
1/22/2011,3.9022,627.6450
1/23/2011,4.1422,651.6770
1/24/2011,4.1016,652.8880
1/25/2011,3.7020,640.7240
1/26/2011,3.5982,856.6950
1/27/2011,4.2200,664.6370
1/28/2011,4.2035,652.5870
1/29/2011,4.0664,651.8370
1/30/2011,1.8399,1074.1400
1/31/2011,4.3041,693.8850
2/1/2011,4.2077,715.6780
2/2/2011,4.5113,699.6950
2/3/2011,4.5053,699.8510
2/4/2011,4.1278,788.0740
2/5/2011,4.2888,824.1400
2/6/2011,4.4256,702.0720
2/7/2011,4.6256,706.2460
2/8/2011,4.1583,796.6050
2/9/2011,4.7701,728.8750
2/10/2011,4.9448,749.6400
2/11/2011,5.0089,759.1730
2/12/2011,5.0778,762.5540
2/13/2011,4.9424,828.9740
2/14/2011,4.6744,771.3370
2/15/2011,2.0713,606.8790
2/16/2011,2.5809,813.3620
2/17/2011,5.1345,770.9440
2/18/2011,1.8272,839.3400
2/19/2011,3.7887,1023.6100
2/20/2011,5.2253,784.7840
2/21/2011,5.0751,898.2050
2/22/2011,5.4044,970.5850
2/23/2011,4.6714,846.3130
2/24/2011,4.9583,925.4790
2/25/2011,2.4720,928.2920
2/26/2011,5.5035,892.0520
2/27/2011,5.7251,828.9380
2/28/2011,5.4681,890.6790
3/1/2011,4.2714,968.4140
3/2/2011,3.2587,784.4230
3/3/2011,4.3450,1064.6300
3/4/2011,4.8868,834.5690
3/5/2011,5.6362,869.4350
3/6/2011,3.9007,1072.2400
3/7/2011,5.4706,915.8220
3/8/2011,5.9176,841.6190
3/9/2011,5.9421,854.5830
3/10/2011,6.0690,857.5550
3/11/2011,5.8675,873.1310
3/12/2011,4.8400,932.4690
3/13/2011,5.5137,868.5390
3/14/2011,5.2353,1047.2700
3/15/2011,5.6281,901.8220
3/16/2011,5.4707,890.3870
3/17/2011,4.6055,953.1190
3/18/2011,6.2774,900.0090
3/19/2011,3.6402,815.3470
3/20/2011,0.2707,106.0850
3/21/2011,4.8842,1113.7200
3/22/2011,6.3380,913.2650
3/23/2011,2.8958,1110.7600
3/24/2011,5.1881,1082.8100
3/25/2011,6.2446,1084.7300
3/26/2011,3.9387,1124.6600
3/27/2011,5.0752,1290.4800
3/28/2011,6.6220,922.3240
3/29/2011,6.4404,1168.0800
3/30/2011,6.5921,901.1730
3/31/2011,6.8432,914.2460
4/1/2011,6.8552,909.0340
4/2/2011,2.2980,742.4900
4/3/2011,6.5206,1127.9800
4/4/2011,7.0697,934.0090
4/5/2011,6.3519,997.7550
4/6/2011,4.8676,1282.2200
4/7/2011,5.3159,1152.8700
4/8/2011,7.1465,965.9020
4/9/2011,7.2918,960.2580
4/10/2011,7.1507,967.0280
4/11/2011,6.6295,1003.4400
4/12/2011,6.1327,1027.0600
4/13/2011,7.2261,995.7220
4/14/2011,7.5031,986.9670
4/15/2011,7.5550,988.0710
4/16/2011,7.6898,1095.4600
4/17/2011,7.0843,1151.1000
4/18/2011,4.2706,1103.2900
4/19/2011,6.2705,1032.8600
4/20/2011,5.6828,1259.2400
4/21/2011,6.8315,1297.5200
4/22/2011,7.0490,996.4510
4/23/2011,7.1489,986.2630
4/24/2011,6.2251,1307.6200
4/25/2011,7.7182,994.1180
4/26/2011,8.1034,1021.1700
4/27/2011,7.9791,1006.5200
4/28/2011,7.9539,1004.0300
4/29/2011,8.0780,1016.9800
4/30/2011,8.2868,1034.1200
5/1/2011,8.3972,1042.5700
5/2/2011,8.3637,1040.0900
5/3/2011,8.3058,1037.7200
5/4/2011,8.1645,1020.6700
5/5/2011,7.7686,1148.2400
5/6/2011,7.4614,1017.9900
5/7/2011,4.1958,1033.0700
5/8/2011,6.6056,1139.0500
5/9/2011,8.0757,1024.3300
5/10/2011,8.2636,1025.7500
5/11/2011,7.8726,999.9270
5/12/2011,8.2697,1016.1100
5/13/2011,7.4455,1230.6000
5/14/2011,3.6139,1081.1400
5/15/2011,8.3492,1053.7600
5/16/2011,6.5346,1188.3400
5/17/2011,5.5708,1329.9800
5/18/2011,8.0295,1096.6600
5/19/2011,8.1641,1027.5200
5/20/2011,8.2354,1210.6500
5/21/2011,7.3568,1094.6600
5/22/2011,5.2914,1197.3400
5/23/2011,8.0795,1087.4300
5/24/2011,8.2413,1028.4700
5/25/2011,8.4860,1026.4600
5/26/2011,8.0551,1018.3500
5/27/2011,8.4325,1021.6900
5/28/2011,8.3265,1013.2800
5/29/2011,8.5433,1259.4700
5/30/2011,8.7709,1049.4300
5/31/2011,8.5192,1063.5600
6/1/2011,8.5315,1050.0300
6/2/2011,8.4732,1047.5300
6/3/2011,8.4059,1068.7600
6/4/2011,6.0699,1221.0600
6/5/2011,7.2284,1258.7200
6/6/2011,8.2954,1094.7200
6/7/2011,8.5942,1029.0600
6/8/2011,5.2578,1389.8100
6/9/2011,5.0560,990.8280
6/10/2011,4.6943,1093.3900
6/11/2011,4.5199,1010.5000
6/12/2011,5.3492,1423.3400
6/13/2011,6.3775,1085.5100
6/14/2011,5.3848,1186.3200
6/15/2011,5.4168,1171.6700
6/16/2011,3.8908,811.3090
6/17/2011,5.8711,1335.0400
6/18/2011,7.1464,1126.6600
6/19/2011,5.2414,1137.5900
6/20/2011,7.9014,1072.3300
6/21/2011,6.3016,1283.1500
6/22/2011,5.4471,1344.4200
6/23/2011,6.9102,1060.8100
6/24/2011,7.1890,1141.9800
6/25/2011,7.2927,1436.3700
6/26/2011,8.4922,1028.9800
6/27/2011,8.6679,1032.5600
6/28/2011,6.6258,1402.9700
6/29/2011,7.0911,1302.1100
6/30/2011,8.6908,1031.1800
7/1/2011,8.6953,1027.7000
7/2/2011,8.3344,1101.9500
7/3/2011,6.9633,1268.3700
7/4/2011,7.9934,969.2640
7/5/2011,7.8036,1225.4900
7/6/2011,7.9632,960.4220
7/7/2011,7.0981,1448.4200
7/8/2011,7.8308,967.6150
7/9/2011,7.6861,1157.3000
7/10/2011,7.6493,1019.5600
7/11/2011,7.0097,1095.4300
7/12/2011,6.6634,1295.6900
7/13/2011,6.2816,1085.9000
7/14/2011,5.9436,1494.3800
7/15/2011,8.1053,1019.0000
7/16/2011,6.9593,1072.2500
7/17/2011,8.2241,1023.2300
7/18/2011,8.5439,1027.1100
7/19/2011,8.5526,1023.4100
7/20/2011,6.7110,1263.2100
7/21/2011,5.9443,1307.6900
7/22/2011,7.1173,1056.5000
7/23/2011,7.8393,1026.0500
7/24/2011,5.8385,1195.4300
7/25/2011,7.8709,970.4290
7/26/2011,7.9472,972.5200
7/27/2011,6.7210,1170.4800
7/28/2011,7.3754,969.1970
7/29/2011,5.4918,1184.4200
7/30/2011,6.4136,1126.8600
7/31/2011,5.9392,1485.2600
8/1/2011,7.8567,962.8880
8/2/2011,6.8019,1239.0000
8/3/2011,8.2323,1003.5800
8/4/2011,8.4063,1028.6500
8/5/2011,7.5927,1013.0600
8/6/2011,6.8353,1020.6100
8/7/2011,5.7321,1149.4800
8/8/2011,7.0240,999.0920
8/9/2011,7.0414,1037.0600
8/10/2011,5.5667,1331.5100
8/11/2011,5.3644,1154.9800
8/12/2011,6.3527,1069.5300
8/13/2011,5.8744,1109.1100
8/14/2011,3.7257,818.9890
8/15/2011,7.0820,1011.3600
8/16/2011,5.4663,1224.9600
8/17/2011,6.2380,1126.3900
8/18/2011,7.4698,1129.3500
8/19/2011,6.3176,966.4870
8/20/2011,6.5434,1065.8100
8/21/2011,6.7428,980.0990
8/22/2011,6.7633,1134.6100
8/23/2011,6.8323,1144.6800
8/24/2011,6.9840,949.7240
8/25/2011,7.3229,944.1310
8/26/2011,6.2737,1321.2800
8/27/2011,7.0238,912.4460
8/28/2011,7.0120,911.1630
8/29/2011,7.2830,986.5690
8/30/2011,6.7948,1084.7100
8/31/2011,6.7331,959.8770
9/1/2011,6.2408,1024.0400
9/2/2011,4.6163,1150.4800
9/3/2011,6.3616,1133.6800
9/4/2011,6.7273,1008.4700
9/5/2011,5.9849,1166.4500
9/6/2011,6.7013,898.7750
9/7/2011,6.7250,893.7960
9/8/2011,6.8540,911.3540
9/9/2011,6.6404,955.3580
9/10/2011,4.9071,1066.9100
9/11/2011,6.0433,965.5700
9/12/2011,6.7014,898.9180
9/13/2011,6.1491,868.0990
9/14/2011,4.7846,1116.2000
9/15/2011,4.9794,865.2260
9/16/2011,1.4424,296.5600
9/17/2011,4.8124,1039.0000
9/18/2011,6.1036,975.0940
9/19/2011,2.8611,610.0450
9/20/2011,3.6106,1049.0200
9/21/2011,3.7957,891.3980
9/22/2011,4.2294,1271.2100
9/23/2011,5.1800,954.5480
9/24/2011,1.7401,552.7700
9/25/2011,3.4159,885.2060
9/26/2011,4.8305,994.3400
9/27/2011,5.9524,843.1770
9/28/2011,3.6107,914.3240
9/29/2011,5.2259,819.2880
9/30/2011,3.4389,1047.5000
10/1/2011,5.7785,818.0780
10/2/2011,5.3598,811.6510
10/3/2011,5.6995,806.2830
10/4/2011,5.0923,959.6810
10/5/2011,1.3695,560.3030
10/6/2011,5.7806,828.1170
10/7/2011,5.6853,815.0740
10/8/2011,5.6491,809.8410
10/9/2011,5.5569,800.3750
10/10/2011,5.0580,879.6380
10/11/2011,5.3170,774.9180
10/12/2011,5.3933,784.3130
10/13/2011,5.3802,778.1400
10/14/2011,4.5158,852.2440
10/15/2011,4.5231,805.0700
10/16/2011,4.8786,753.2060
10/17/2011,4.1474,895.0560
10/18/2011,1.8010,423.9250
10/19/2011,2.2762,680.7610
10/20/2011,3.3436,853.3400
10/21/2011,3.8409,880.4020
10/22/2011,3.1713,829.4690
10/23/2011,2.8044,874.6800
10/24/2011,2.2780,660.5170
10/25/2011,1.0975,240.7480
10/26/2011,4.6415,709.6380
10/27/2011,4.8646,732.1650
10/28/2011,4.7063,733.4980
10/29/2011,4.7092,703.0100
10/30/2011,4.4496,755.1760
10/31/2011,3.7040,832.1830
11/1/2011,4.1078,667.1570
11/2/2011,4.5136,691.9160
11/3/2011,4.0517,663.8160
11/4/2011,2.4467,918.6010
11/5/2011,4.4021,683.8560
11/6/2011,2.6326,933.3990
11/7/2011,4.2857,660.4800
11/8/2011,4.2256,674.6990
11/9/2011,4.2609,694.7120
11/10/2011,2.1307,582.5250
11/11/2011,2.3651,717.1590
11/12/2011,1.0598,411.7400
11/13/2011,3.7416,853.1360
11/14/2011,3.6711,631.9950
11/15/2011,3.6788,657.3480
11/16/2011,3.1395,614.5540
11/17/2011,3.3565,678.7480
11/18/2011,1.4213,487.9320
11/19/2011,2.8490,830.8400
11/20/2011,0.5152,185.3230
11/21/2011,3.8248,646.0670
11/22/2011,3.8084,617.7820
11/23/2011,3.3043,645.7190
11/24/2011,2.5666,789.0430
11/25/2011,3.7244,604.6320
11/26/2011,3.8358,615.0760
11/27/2011,3.8755,623.3240
11/28/2011,3.0435,660.8210
11/29/2011,2.6634,734.2360
11/30/2011,2.7577,587.3590
12/1/2011,2.7450,630.1590
12/2/2011,3.5157,714.2160
12/3/2011,3.6396,606.7900
12/4/2011,3.5195,668.6990
12/5/2011,3.6045,596.9960
12/6/2011,3.6721,603.3400
12/7/2011,3.6872,603.8180
12/8/2011,3.5349,584.8770
12/9/2011,3.5277,586.1530
12/10/2011,3.5957,592.2370
12/11/2011,1.7104,772.2460
12/12/2011,0.7033,310.7550
12/13/2011,3.3398,568.9200
12/14/2011,3.1727,642.5920
12/15/2011,2.4789,750.9390
12/16/2011,3.4921,578.4560
12/17/2011,1.1558,578.5720
12/18/2011,3.2308,734.1710
12/19/2011,0.9572,587.9870
12/20/2011,3.3632,568.5930
12/21/2011,3.3268,561.3320
12/22/2011,3.5522,592.4670
12/23/2011,3.6522,592.6730
12/24/2011,3.6170,595.8550
12/25/2011,3.5948,599.2070
12/26/2011,3.5964,593.7680
12/27/2011,3.5035,581.4310
12/28/2011,3.6215,592.8880
12/29/2011,3.2387,605.0280
12/30/2011,2.0371,702.1830
12/31/2011,3.3510,567.4100
1/1/2012,3.5986,594.2640
1/2/2012,3.4471,613.8900
1/3/2012,3.5645,595.8660
1/4/2012,3.6321,596.7730
1/5/2012,3.5884,589.9290
1/6/2012,3.5036,580.1190
1/7/2012,3.1441,683.8360
1/8/2012,3.6262,623.5270
1/9/2012,3.6345,596.1970
1/10/2012,3.5366,604.8560
1/11/2012,2.5094,485.8030
1/12/2012,3.6475,612.6970
1/13/2012,3.9493,637.4610
1/14/2012,2.1135,847.9610
1/15/2012,2.0994,733.6040
1/16/2012,3.2007,775.7960
1/17/2012,3.6202,621.8460
1/18/2012,3.8358,621.8520
1/19/2012,3.7400,639.1250
1/20/2012,3.3486,650.9640
1/21/2012,2.8346,654.5130
1/22/2012,2.6598,737.1220
1/23/2012,1.3702,836.9020
1/24/2012,3.7027,727.0090
1/25/2012,4.1073,647.1580
1/26/2012,4.1666,657.4820
1/27/2012,3.3558,785.5770
1/28/2012,4.4667,698.7270
1/29/2012,4.2561,764.9770
1/30/2012,3.5256,871.2700
1/31/2012,3.8986,761.4000
2/1/2012,4.1588,678.6910
2/2/2012,4.1879,678.8900
2/3/2012,4.2619,693.2410
2/4/2012,4.5266,708.8760
2/5/2012,4.5758,720.9090
2/6/2012,2.3450,701.6620
2/7/2012,1.1711,530.2530
2/8/2012,4.5652,708.8310
2/9/2012,4.7242,720.7200
2/10/2012,4.5337,707.2980
2/11/2012,3.5783,893.9040
2/12/2012,4.5686,793.4980
2/13/2012,2.9729,928.6220
2/14/2012,4.8157,730.6550
2/15/2012,2.4759,937.3940
2/16/2012,5.0432,754.7320
2/17/2012,4.6880,920.6610
2/18/2012,4.6716,766.3260
2/19/2012,4.5468,949.6020
2/20/2012,3.3095,889.1740
2/21/2012,4.4694,874.3620
2/22/2012,4.9829,791.5060
2/23/2012,5.2520,774.1450
2/24/2012,4.2892,841.2560
2/25/2012,4.7677,804.2280
2/26/2012,4.6870,777.7740
2/27/2012,2.4426,866.4760
2/28/2012,5.3678,834.8980
2/29/2012,5.1186,788.2930
3/1/2012,5.3878,968.1930
3/2/2012,5.6747,819.2030
3/3/2012,5.8796,848.0660
3/4/2012,5.9246,849.4950
3/5/2012,4.5240,985.3180
3/6/2012,3.4915,1011.6100
3/7/2012,6.0961,864.5340
3/8/2012,6.1884,878.1650
3/9/2012,6.2297,878.4240
3/10/2012,6.1669,996.5590
3/11/2012,4.8799,1046.1200
3/12/2012,4.8488,1066.4300
3/13/2012,4.9152,1113.8400
3/14/2012,5.7755,863.8290
3/15/2012,3.1007,836.3300
3/16/2012,1.9574,715.7500
3/17/2012,1.6666,514.2020
3/18/2012,6.5009,910.7350
3/19/2012,6.6032,916.9740
3/20/2012,6.4737,929.0460
3/21/2012,6.6073,900.9350
3/22/2012,5.4235,1089.2200
3/23/2012,3.7415,1196.5300
3/24/2012,5.2995,1161.2400
3/25/2012,1.2706,430.6670
3/26/2012,5.6683,1118.1000
3/27/2012,6.3045,1072.3400
3/28/2012,6.1059,953.0230
3/29/2012,5.1773,1041.1000
3/30/2012,5.0838,1029.6200
3/31/2012,3.1300,1282.1700
4/1/2012,7.2165,958.4490
4/2/2012,7.1719,998.0330
4/3/2012,7.0101,953.5090
4/4/2012,6.8030,998.2060
4/5/2012,7.0348,946.2340
4/6/2012,7.2884,985.2650
4/7/2012,7.5420,991.8360
4/8/2012,7.4338,980.4020
4/9/2012,7.3730,976.8780
4/10/2012,7.3642,979.3870
